mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
MOL00014690,1,1,,,,,,,,744.12262,0,0,744.12262,0,0,0,0,0,1.1420317,0,0,0,0,79.271935,47.535675,-17.673464,-2.6912315,0.16167516,0,0,0,0,-21.736076,0,8.3687153,14.488744,25.897106,14.982233,0,0,1,0,0,0,0.027740395,,,,,,,,0.37606794,0.65376478,,,,,,,,,,,,,,,,,,,,,,13525.941,5011.9136,8712.8203,13327.149,6878.0405,5289.2573,1358.6438,5.3681393,4.0370092,3.2114892,0.67238194,411,443.49542,3.9042628,0.084101655,2.7300615,2.3341103,1.7405916,0.78913397,0.35362241,0.14178829,0.071250297,0.034524426,964.875,557.375,409.625,327.5,257,192.5,118.125,79,0.5,0.5,1,0.5,0.70710677,1.118034,-2.9488218,-2.867275,-2.8607874,-7.8381166,-7.7395511,-7.6620474,1.4437968,538.25,745.875,585.875,231.75,88.125,34.25,14.375,6.375,0.2151358,0.10458015,0.98513675,0.92542833,0.83724493,0.88981152,1.1159873,1.4946409,1.5457066,1.5571467,0.8526563,1.1020721,1.5357819,2.7498553,3.1728718,2.841933,2.9453707,3.1942282,1.4097908,676.51886,953.75,1817.75,1195.625,667,231.75,88.125,34.25,14.375,6.375,1279.5,449.75,81.125,0,0,0,0,0
MOL00014969,1,1,,,,,,,,515.11481,0,0,515.11481,0,0,0,0,0,1.1441457,0,0,0,0,24.863102,40.662209,-33.782173,-23.64571,0.024381565,0,0,0,0,-6.8731961,0,5.0174656,8.5282488,2.8047552,10.136461,0,0,1,0,0,0,0.013741793,,,,,,,,0.096373409,0.93045169,,,,,,,,,,,,,,,,,,,,,,5662.1421,538.45789,5198.623,5587.2036,5088.2144,390.30634,183.62164,4.357543,4.1327047,1.2165099,0.48445791,260.625,289.00787,3.937012,0.070331968,2.8904378,2.3603785,1.7563472,0.84765589,0.4327701,0.19750303,0.073214158,0.020474974,678,383,278.5,233.5,188.875,153.75,91.875,57.625,0.5,1.118034,0.70710677,0.5,0.70710677,0.86602539,-2.5395997,-2.535531,-2.5277479,-7.1367178,-7.0259852,-6.7701216,1.3025582,427.5,558.125,422,172.125,72.25,28.375,9.5,2.625,0.25942549,0.12152034,1.1553471,1.0628122,1.3421531,1.5313829,1.6911043,1.6985526,0.78574598,1.2257797,0.74696052,1.5246857,1.8257871,2.4101074,2.6855433,3.2344067,3.3977361,5.8159766,1.3591164,461.69702,627.5,1289.625,805.875,453,172.125,72.25,28.375,9.5,2.625,862.125,247.75,31,0,0,0,0,0
MOL00014867,1,1,,,,,,,,589.81549,0,0,589.81549,0,0,0,0,0,1.2391901,0,0,0,0,61.32085,11.280545,15.322946,27.148443,0.089370362,0,0,0,0,-25.561033,0,14.225043,13.156966,8.5774488,11.825497,0,0,1,0,0,0,0.017066022,,,,,,,,0.056206569,0.96980411,,,,,,,,,,,,,,,,,,,,,,10258.312,569.18207,9820.8291,10126.611,9549.9287,398.95105,309.43152,5.2962193,4.762424,1.1465881,0.62214875,295.125,332.37253,2.8039935,0.06338083,2.7595804,2.2273746,1.6449922,0.80223942,0.41848448,0.25039566,0.14214128,0.06677229,828.5,462.125,338.875,280.25,233,164.625,95.25,55,0.5,0.5,0.70710677,0.5,0.5,1,-2.5667527,-2.5506377,-2.5484374,-9.8591232,-9.6329451,-9.1979742,1.3732554,361.375,513.25,485,208.625,97.25,50.25,25.5,9.875,0.28697896,0.1793042,0.86725515,0.82779312,0.82402331,1.0289403,1.471522,2.8742411,2.8150616,2.9751821,0.33881128,0.67939323,1.1785791,1.6942893,2.7060316,3.5371435,3.952219,4.068059,1.3579943,540.13483,733.5,1430.5,909.375,533,208.625,97.25,50.25,25.5,9.875,1069.125,396.125,48,0,0,0,0,0
MOL00015181,1,1,,,,,,,,580.75543,0,0,580.75543,0,0,0,0,0,1.1707758,0,0,0,0,-17.038733,12.262623,-61.077778,-42.616341,0.11817607,0,0,0,0,-19.450039,0,9.4876738,10.985158,3.7091362,18.461435,0,0,1,0,0,0,0.014101272,,,,,,,,0.15296143,0.86839044,,,,,,,,,,,,,,,,,,,,,,8673.9062,1312.7582,7452.7715,8582.2822,7057.0078,340.98096,1275.917,4.924531,4.3393173,1.6685104,0.51528865,305.5,335.66211,3.1042197,0.076018982,2.8214784,2.332011,1.5995967,0.77200007,0.44028279,0.25738186,0.14127481,0.074107915,826.375,486.25,353.125,284.875,237.125,189.125,128.875,87.5,6.8738637,6.3639612,2.5,0.5,0.70710677,0.5,-2.4735675,-2.4617431,-2.4448793,-8.7750778,-8.7381573,-8.5285921,1.3536998,446.25,567.625,454.625,200.875,97.375,50,23.25,10.625,0.27575222,0.17551558,1.0935704,0.99858892,1.165011,1.3471596,1.6808585,1.9579222,1.092876,0.53823131,0.41505435,1.1514348,1.6361748,1.9477828,2.1259227,2.5424364,3.1145682,3.4923458,1.3753388,530.68744,729.875,1458.125,904.375,489.5,200.875,97.375,50,23.25,10.625,1011.875,336.75,34.875,0,0,0,0,0
MOL00015096,1,1,,,,,,,,626.7265,0,0,626.7265,0,0,0,0,0,1.1227051,0,0,0,0,45.445625,15.648875,-10.933061,10.597127,0.28821084,0,0,0,0,-14.478912,0,8.3118753,17.703115,10.599535,21.530188,0,0,1,0,0,0,0.047451288,,,,,,,,0.33507377,0.7322166,,,,,,,,,,,,,,,,,,,,,,7729.4956,2505.6482,5475.4429,7477.9004,4918.7441,2151.5969,659.15466,4.6320667,3.7309906,2.5483682,0.81273353,320.875,360.75552,2.2307093,0.060871523,2.7453587,2.1386349,1.5534898,0.86543316,0.51797426,0.29703158,0.17016539,0.097027972,785,452.125,335.125,279.125,236.75,173,103.5,60.625,0.5,0.5,0.70710677,0.70710677,0.5,1.118034,-2.687361,-2.6856658,-2.6728845,-9.5042849,-8.9361868,-8.686758,1.4034069,480.125,619.625,493.75,247.375,127.25,64.625,33.375,17,0.37970906,0.23152709,0.95444292,0.86463422,1.2081136,1.5041753,1.6836481,1.5350262,0.19822706,0.53754288,0.71803194,1.5299231,1.5909895,1.3492209,1.0912179,0.71765673,0.5775283,0.95091903,1.357411,576.00458,781.875,1514.25,958.75,557.5,247.375,127.25,64.625,33.375,17,1034.125,339.125,63.75,0,0,0,0,0
MOL00015255,1,1,,,,,,,,663.99268,0,0,663.99268,0,0,0,0,0,1.170359,0,0,0,0,89.46579,15.750468,26.912115,43.923386,0.60285723,0,0,0,0,-119.18246,0,20.800756,24.067469,8.38832,17.011271,0,0,1,0,0,0,0.010147939,,,,,,,,0.15553799,0.86151284,,,,,,,,,,,,,,,,,,,,,,11574.258,1785.0188,9887.0801,11476.416,9587.8525,274.06754,1712.3369,5.324172,4.694746,2.085273,0.47293454,348.875,386.61465,7.0525498,0.033383019,2.7448359,2.1897516,1.717515,1.0919554,0.70966548,0.38986734,0.19732839,0.080558039,777.75,435.875,320.375,263.375,218.375,152,86.625,54.125,0.5,0.5,0.70710677,0.5,1.2247449,1.6583124,-2.6095948,-2.5795588,-2.57743,-8.520359,-8.4612837,-8.0323191,1.4303715,457.75,647.75,623.625,333.875,171.75,81.375,37.25,14.125,0.53609049,0.30897009,2.4784057,2.6521809,3.0220854,3.5108719,3.801882,3.4680274,2.6368358,2.2469976,1.0466352,2.4918058,3.0161152,3.7358122,4.0610228,4.1259332,3.914407,2.4284892,1.3589455,611.2276,830.625,1644.75,1103.125,698.25,333.875,171.75,81.375,37.25,14.125,1187,455.375,74.625,0,0,0,0,0
MOL00015258,1,1,,,,,,,,606.69598,0,0,606.69598,0,0,0,0,0,1.0724049,0,0,0,0,16.543926,11.491065,-24.814117,-13.144756,0.14277406,0,0,0,0,-27.364025,0,11.071209,16.323961,6.983634,11.669362,0,0,1,0,0,0,0.053966645,,,,,,,,0.15419239,0.93428731,,,,,,,,,,,,,,,,,,,,,,7339.3989,1083.7352,6566.6021,7028.4609,6224.4399,335.99326,778.96613,4.5643945,4.0724607,1.533061,0.94606203,328.5,363.26611,0.7067039,0.13256209,2.6161056,1.9472536,1.3666757,0.60564095,0.23377886,0.071064785,0.011959281,0.00026559873,797.75,453,343.375,283.25,227.375,128.875,67,33.5,6.9641943,7,0.70710677,0.70710677,0.70710677,0.70710677,-2.317697,-2.2585976,-2.255672,-6.377491,-5.983799,-5.8877726,1.3667054,316,435.5,368.375,132.75,41.625,10.625,1.75,0.125,0.12122315,0.037511032,0.30428097,0.32100254,0.64314574,0.91809082,1.0413827,0.42713818,0.67650193,1.4826789,0.29304832,0.59664655,0.81881958,0.11566705,1.3217124,2.7123384,3.1400046,1.8728112,1.3858691,554.52563,768.5,1242,740,401.5,132.75,41.625,10.625,1.75,0.125,926,304.5,33.125,0,0,0,0,0
MOL00014861,1,1,,,,,,,,644.005,0,0,644.005,0,0,0,0,0,1.07916,0,0,0,0,60.947269,48.826046,-14.882871,-8.1792889,0.096763596,0,0,0,0,-2.5511961,0,5.9709339,18.71394,14.232814,6.7035828,0,0,1,0,0,0,0.060534853,,,,,,,,0.2852017,0.82897842,,,,,,,,,,,,,,,,,,,,,,7499.7456,2023.4229,5881.3599,7094.7085,4895.5161,1257.7078,1346.5217,4.4560118,3.7070246,2.1523435,0.9120701,350,387.76685,1.129081,0.15803476,2.5496888,1.6270181,1.0561373,0.47782853,0.22916934,0.089254253,0.0079198815,0,916.25,533.5,417.625,363.5,308.5,200.875,106.25,60.625,6.6895442,6.745369,0.5,0.70710677,2.5980761,3.0413814,-2.5707095,-2.5549395,-2.5194762,-5.6358285,-5.5055809,-5.4963694,1.3805501,279.625,350.75,299.375,120.875,45.125,14.125,1.75,0,0.10805148,0.038858321,0.23179635,0.22202541,0.63211232,0.95326591,1.0087454,0.77056968,1.6397363,1.2669387,0.5647769,1.637441,1.6341472,0.96558559,1.2490586,2.3217192,2.7757752,0,1.4141052,595.07599,841.5,1258.375,664.25,345.5,120.875,45.125,14.125,1.75,0,978.75,313.5,46.125,0,0,0,0,0
MOL00015375,1,1,,,,,,,,511.20969,0,0,511.20969,0,0,0,0,0,1.2027798,0,0,0,0,58.69434,42.319496,-8.8635378,-1.0208886,0.051600393,0,0,0,0,-11.613796,0,5.7464166,15.389235,11.597713,7.8426495,0,0,1,0,0,0,0.064245641,,,,,,,,0.13780537,0.97319651,,,,,,,,,,,,,,,,,,,,,,5195.1753,678.27795,4790.0728,4921.9995,4505.4717,338.42712,351.27646,4.2020054,3.8178093,1.0636089,0.96768957,244.625,282.47784,1.2823852,0.082836226,2.7469788,2.1388052,1.6224802,0.73230803,0.39599177,0.22322556,0.12474111,0.072186776,733,423.875,314.5,258.125,208.25,148.25,87,60.625,0.5,6.5383482,6.5192022,0.5,0.5,1,-2.5767672,-2.5724003,-2.5645306,-9.4190292,-9.1067753,-9.0609264,1.3509276,299.625,444.25,390.875,171.75,80.125,39.875,21,10.625,0.25476947,0.15447941,0.42380348,0.43056762,0.61937171,1.0014228,1.2178004,0.52090734,1.6555091,2.526952,0.40021265,1.0846417,1.012928,0.71155941,1.1018702,1.587586,1.9006709,2.0465455,1.3172061,483.78912,637.25,1227.75,764.375,437.75,171.75,80.125,39.875,21,10.625,928.125,320.125,46.875,0,0,0,0,0
MOL00015344,1,1,,,,,,,,452.05353,0,0,452.05353,0,0,0,0,0,1.1890764,0,0,0,0,42.210079,10.368326,-2.4987078,13.43914,0.60563534,0,0,0,0,-10.253408,0,12.367469,18.749084,5.4295096,15.937848,0,0,1,0,0,0,0.019897103,,,,,,,,0.16724803,0.86617947,,,,,,,,,,,,,,,,,,,,,,3748.0933,616.55627,3193.1519,3686.4785,3030.2842,303.90939,413.89972,3.6840241,3.3146846,1.3661753,0.46755978,232.25,255.64059,2.3549519,0.045287471,3.0116749,2.6599379,2.1419077,1.2313279,0.61292452,0.26431203,0.099833399,0.036224261,469.75,272,189.75,150.625,118,88.875,64.75,44.875,0.5,0.5,0.70710677,0.70710677,0.86602539,0.5,-2.5203638,-2.4526472,-2.4106224,-7.5642729,-7.2172837,-7.1382599,1.2694619,487.125,668.375,508.75,226.5,92.875,36.125,13.125,4.5,0.48945981,0.23983403,0.62684518,0.71407914,0.99352646,1.2333108,1.3910034,0.84621519,0.51352906,0.54825193,0.46811992,0.72255582,0.92213333,1.2352223,1.5129467,2.1675119,2.7529974,2.8372543,1.3415381,416.40637,558.625,1259.375,901.5,536,226.5,92.875,36.125,13.125,4.5,772.25,233.125,27.25,0,0,0,0,0
MOL00015153,1,1,,,,,,,,629.94489,0,0,629.94489,0,0,0,0,0,1.1949083,0,0,0,0,44.853207,63.779194,-47.75135,-40.736736,0.20535566,0,0,0,0,-14.644277,0,10.861046,20.497961,10.744349,7.0146141,0,0,1,0,0,0,0.11417041,,,,,,,,0.22841021,0.97034788,,,,,,,,,,,,,,,,,,,,,,9609.9775,1996.5972,8482.0801,8741.2783,7609.2227,1130.3611,870.39404,4.8878822,4.2473969,1.6546727,1.4351577,336.625,378.29697,3.2553685,0.036995508,2.8610201,2.631892,1.9950875,1.0822515,0.58674467,0.31006971,0.12534188,0.04408716,646,371.75,265.25,205.75,157.375,120.75,79.625,47.25,7.4330344,7.5498343,0.5,10.488089,0.70710677,9.9749689,-2.6134431,-2.4682941,-2.4618096,-8.1337919,-7.7477489,-7.583241,1.3936385,597.875,850.25,657,289.375,130.25,57.5,22,7.125,0.49104619,0.27946538,0.4038277,0.46532795,0.52963948,0.53790289,0.48935157,0.42828429,0.43241599,0.48969191,0.94990152,1.0695095,1.4243089,2.1338377,2.8852973,3.439014,4.3317485,4.9129519,1.3759711,579.59064,797.5,1672.25,1195.375,694.625,289.375,130.25,57.5,22,7.125,1074.375,345.125,37.625,0,0,0,0,0
MOL00015227,1,1,,,,,,,,590.3963,0,0,590.3963,0,0,0,0,0,1.1362295,0,0,0,0,44.746452,48.761944,-38.04224,-30.929907,0.012121922,0,0,0,0,-6.9414806,0,6.5221081,13.354981,20.380184,7.1123323,0,0,1,0,0,0,0.049362693,,,,,,,,0.12341164,0.963651,,,,,,,,,,,,,,,,,,,,,,9024.5264,1067.2717,8333.7158,8648.0645,7860.0308,606.48907,558.00629,4.9636197,4.6236129,1.3521237,1.0272611,322.375,351.06589,1.9616606,0.08570604,2.8157387,2.4652636,1.7491387,0.79355365,0.32193884,0.10683251,0.039907251,0.022770217,801.125,445.5,318,251.125,200.375,151.875,94.75,55.75,1.8708287,1,1.2247449,0.5,0.70710677,0.5,-2.3000162,-2.2995076,-2.2922971,-8.5146027,-8.0797338,-7.899971,1.3477699,433.625,608.75,486,171.75,58.375,19,6.375,3.75,0.18356918,0.075659536,1.223529,1.396126,1.5081475,1.7389873,2.1705387,2.8436737,2.9013107,3.4829881,0.72318184,0.52725673,0.70171326,1.1162077,2.8148637,5.5949111,6.4963436,6.3800802,1.397679,540.89679,756,1468.625,948.875,511.5,171.75,58.375,19,6.375,3.75,1035,340.125,25.5,0,0,0,0,0
MOL00015273,1,1,,,,,,,,597.36108,0,0,597.36108,0,0,0,0,0,1.4372729,0,0,0,0,-6.6781759,16.777296,-58.044731,-49.817112,0.25050148,0,0,0,0,-31.398752,0,6.6604548,16.545622,19.450684,8.2276192,0,0,1,0,0,0,0.072753988,,,,,,,,0.16329211,0.97148007,,,,,,,,,,,,,,,,,,,,,,10727.396,1641.111,9763.5254,10050.155,8803.4385,1060.6831,863.27374,4.9137206,4.4228878,1.4559097,1.1929832,309.125,356.91974,6.4752364,0.020850433,2.8489943,2.6601145,2.2383766,1.4037462,0.73733658,0.3527123,0.15924458,0.052415006,543.375,276.875,178.75,127.75,93.375,67.125,43.125,22.125,0.5,0.70710677,0.5,0.70710677,5.7445626,5.3385391,-2.3207619,-2.3039458,-2.2764122,-7.7578607,-7.5133576,-7.4716921,1.3785303,493.875,812.375,740.125,356.125,153.25,67.125,26.875,7,0.85734266,0.52544034,1.8414894,1.9451181,2.0565672,2.2366607,2.3196907,2.4177678,1.9886504,1.3745387,1.2073934,1.6205084,2.1949852,3.3476913,4.5571122,5.4938455,6.6207457,8.0746975,1.3683714,554.76532,759.125,1606.875,1231.125,794.125,356.125,153.25,67.125,26.875,7,1113,418.75,54,0,0,0,0,0
MOL00014965,1,1,,,,,,,,662.01501,0,0,662.01501,0,0,0,0,0,1.0751047,0,0,0,0,95.660919,44.16711,3.0836873,23.257826,0.017441398,0,0,0,0,-17.862953,0,9.7233248,11.539371,18.495218,20.174139,0,0,1,0,0,0,0.0092351949,,,,,,,,0.068368867,0.94816488,,,,,,,,,,,,,,,,,,,,,,11900.309,806.9397,11190.94,11802.736,10576.072,326.93475,997.30121,5.6540394,5.4341912,1.3744187,0.52222532,346.25,379.57047,2.7919841,0.087544866,2.6927409,2.0191774,1.3236039,0.58613437,0.30022761,0.14345056,0.049135976,0.020862311,897,522.5,395.875,331.5,280.5,205,120.25,76.875,0.5,0.70710677,1.118034,0.70710677,0.5,0.5,-2.3886383,-2.3782303,-2.3759036,-8.4604692,-8.398365,-7.8892469,1.3968284,375.5,494.75,401.75,158.375,65.875,27.125,9.875,3.375,0.16640353,0.08182504,0.81504947,0.79318321,0.84739733,1.0905994,1.282155,1.2421181,0.80396962,0.36794534,0.14636287,0.73424232,1.2427686,1.6028155,1.9459779,2.3177774,4.6961379,5.8479943,1.3823028,588.96283,814.125,1410.75,818.75,426.125,158.375,65.875,27.125,9.875,3.375,1035.25,324,24.375,0,0,0,0,0
MOL00014943,1,1,,,,,,,,693.23145,0,0,693.23145,0,0,0,0,0,1.2477336,0,0,0,0,22.909145,11.347789,-9.7480669,-5.3189445,0.10907955,0,0,0,0,-20.529301,0,4.5409961,17.606394,12.230225,4.4291229,0,0,1,0,0,0,0.082523756,,,,,,,,0.33346465,0.78338522,,,,,,,,,,,,,,,,,,,,,,10479.602,3301.6765,7756.3984,9901.1289,5327.3213,4287.4277,864.85291,4.8027081,3.9318578,2.4204652,1.1295028,364.125,422.30676,6.3319483,0.01526023,2.7679095,2.4102144,1.956272,1.4505483,1.0149041,0.60814947,0.33920208,0.16314563,434.375,250.875,183.75,142.125,110.125,59.125,35.75,15,0.70710677,0.5,0.5,1.2247449,0.86602539,0.5,-2.2814076,-2.1959987,-2.1937625,-8.9285078,-8.8284397,-8.6377544,1.4576763,641.5,977.25,864.625,512.5,281,145.25,72.875,29.375,1.5292517,1.0219877,3.0494385,3.5214052,3.8258541,4.0967522,4.0495753,3.4612267,3.2606022,3.0700047,0.60138494,1.0418568,1.5667788,2.1126862,2.5218251,2.8367262,3.0565083,3.0486183,1.3557913,643.90436,873,1807.75,1402.625,934.125,512.5,281,145.25,72.875,29.375,1166.25,425.375,69.5,0,0,0,0,0
MOL00015075,1,1,,,,,,,,631.78003,0,0,631.78003,0,0,0,0,0,1.293085,0,0,0,0,106.72925,18.830559,-1.0866725,27.428219,0.19938475,0,0,0,0,-23.236095,0,16.37929,27.375536,43.891792,28.514893,0,0,1,0,0,0,0.03266846,,,,,,,,0.16720816,0.8899551,,,,,,,,,,,,,,,,,,,,,,11135.446,1810.1991,9634.6729,10826.021,9244.4561,1071.9589,819.03094,4.9295669,4.4840889,1.736745,0.81047297,354.375,389.00031,3.0711737,0.044065654,2.6855733,2.3047056,1.8017554,0.97366345,0.44853956,0.22892413,0.11735266,0.043770768,610.625,339.375,243.75,189.5,150.875,96.75,58.5,36.625,0.70710677,0.5,0.5,0.5,6.1644139,6.4226165,-2.6169343,-2.5829971,-2.5739641,-8.8612528,-8.1303186,-7.9524279,1.3737136,424,695.25,576,249.75,101.5,45,19.375,6.75,0.41641027,0.23746702,1.6509002,1.8317639,2.1831172,2.5005865,2.640573,2.4663229,2.2823253,2.0840108,0.42000934,0.60717231,0.83050287,1.1329455,1.3821611,1.5692127,1.6628954,2.7686336,1.4048424,578.62366,812.875,1425.625,1002.75,617.625,249.75,101.5,45,19.375,6.75,1001.625,307.5,41.625,0,0,0,0,0
MOL00014997,1,1,,,,,,,,641.2265,0,0,641.2265,0,0,0,0,0,1.0301883,0,0,0,0,-4.0588965,26.062868,-81.489838,-74.580421,0.32380322,0,0,0,0,-77.08165,0,5.6178479,10.620795,38.517006,6.9094181,0,0,1,0,0,0,0.035223417,,,,,,,,0.12786686,0.94204056,,,,,,,,,,,,,,,,,,,,,,7772.8687,960.32544,7075.0581,7510.354,6163.1245,760.74127,849.00305,4.6579924,4.3726454,1.4116074,0.82065374,347.75,387.50095,4.2129612,0.1134249,2.4863741,1.7085371,1.0556928,0.53205734,0.25656363,0.12027055,0.045203086,0.010366265,753.25,460.875,363.75,318.25,270.125,150.875,84.875,39.25,0.86602539,0.5,0.70710677,0.5,4.8218255,5.2440443,-2.2897544,-2.270402,-2.2703121,-6.9391713,-6.5820646,-6.3637857,1.3707187,350.625,429.625,327.375,133.25,52.75,22.625,7.125,2,0.14501718,0.071091905,0.56273872,0.8589716,0.95597976,1.061088,1.1141866,0.71569407,1.0014843,1.0840412,0.47772455,0.85905445,1.4013053,2.2026942,3.3363419,4.0577979,4.4108624,4.8918986,1.4067562,576.41473,810.875,1184.125,673,341.125,133.25,52.75,22.625,7.125,2,833.5,243.375,13.75,0,0,0,0,0
MOL00015265,1,1,,,,,,,,599.57617,0,0,599.57617,0,0,0,0,0,1.1508439,0,0,0,0,34.234463,47.650768,-58.040264,-48.943039,0.1259878,0,0,0,0,-26.636957,0,8.256011,17.501694,27.144733,9.0972252,0,0,1,0,0,0,0.027094236,,,,,,,,0.084452808,0.96692038,,,,,,,,,,,,,,,,,,,,,,8834.1074,727.38129,8327.9619,8612.8721,7977.1313,584.50049,272.47589,4.8844299,4.7418041,1.1585753,0.78051645,321.75,355.59351,1.969065,0.073852509,2.6938179,2.0833614,1.4861667,0.78039652,0.35212755,0.14017807,0.063538037,0.03547122,781.875,431.125,314.25,255.75,211.875,147.25,79.5,43.5,0.5,0.86602539,0.70710677,0.5,0.5,1,-2.5148046,-2.451925,-2.3944948,-9.5983,-9.2090721,-8.6879196,1.3548663,344.5,484.75,421.125,180.5,69.375,27.875,11.875,6.25,0.22076373,0.10899316,0.33799863,0.74682504,1.0361499,1.0948635,1.0906181,0.95317709,1.3077222,2.7372756,0.60705829,0.91367722,1.0674671,1.3597189,2.2964728,2.8970842,3.2139759,3.8423107,1.3871323,541.22449,750.75,1315.625,801.375,455.25,180.5,69.375,27.875,11.875,6.25,971.125,316.625,34.125,0,0,0,0,0
MOL00015414,1,1,,,,,,,,504.07587,0,0,504.07587,0,0,0,0,0,1.0616342,0,0,0,0,80.538994,26.427,40.848061,42.510746,0.013504879,0,0,0,0,-8.7070265,0,6.2451291,9.0550604,5.3426147,1.6626858,0,0,1,0,0,0,0.051325675,,,,,,,,0.15752028,0.9342258,,,,,,,,,,,,,,,,,,,,,,3966.4944,597.3988,3543.0701,3792.52,3362.9548,299.63226,303.9072,3.9979758,3.6511374,1.3108462,0.82717139,233.75,275.86905,2.6957619,0.049865514,2.8394163,2.1234224,1.6067377,0.97436577,0.56261998,0.2914266,0.14690499,0.082223997,474.125,291.375,228.625,190.875,154.125,80.375,45.75,27,6.3639612,0.70710677,6.3639612,0.70710677,1.118034,0.5,-2.3907743,-2.3852136,-2.3615375,-9.3204155,-9.1083527,-8.9020901,1.3356972,451.25,570.625,440.25,213.375,101.25,47.75,21.75,11.125,0.44286495,0.25016373,1.0686979,1.0971209,1.2923704,1.4514368,1.5604397,0.82069397,1.1231173,2.5876613,0.84474713,1.3378299,1.4847611,1.5541862,1.5730798,1.42206,1.4972556,1.8307538,1.2953246,452.20325,585.75,1156.125,765.25,458.125,213.375,101.25,47.75,21.75,11.125,704.875,194.625,17.875,0,0,0,0,0
MOL00015565,1,1,,,,,,,,555.34113,0,0,555.34113,0,0,0,0,0,1.2743235,0,0,0,0,53.35778,47.536041,-24.549412,-15.576116,0.32417816,0,0,0,0,-19.230663,0,10.251114,19.300146,10.822563,8.9732971,0,0,1,0,0,0,0.022710789,,,,,,,,0.10883791,0.92816174,,,,,,,,,,,,,,,,,,,,,,8802.585,940.65308,8021.8203,8642.6963,7740.7739,186.0679,875.74316,4.7746768,3.9850786,1.3553202,0.6005553,303,325.16678,2.3929579,0.088324286,2.7814491,2.2708018,1.4779509,0.69888502,0.3518368,0.16448896,0.070457302,0.020781247,797.75,470.125,340.375,281,230.5,182.75,119,69.875,3.1622777,0.70710677,2.5495098,0.70710677,0.5,0.5,-2.6055875,-2.5999415,-2.5899327,-7.5007625,-7.2733879,-7.1436048,1.3168629,378.125,508.875,392,159.5,66.375,26.125,9.625,2.875,0.19500551,0.092971534,0.3784093,0.35893092,0.428478,0.50974911,0.71036357,1.5112075,0.60188276,0.66600204,0.75281775,1.4847624,1.8516542,1.8669828,2.1513169,2.874835,3.7239518,4.8562918,1.4006957,506.71249,709.75,1334,821.5,424.75,159.5,66.375,26.125,9.625,2.875,955.875,312.625,32.75,0,0,0,0,0
